ActSectionAssocID,CaseMasterID,ActID,SectionID
301,186,5,41
302,187,5,40
303,187,5,41
304,188,5,40
305,188,5,41
306,189,5,40
307,189,5,41
308,190,5,40
309,190,5,41
310,191,1,31
311,192,2,10
312,193,1,31
313,194,2,10
314,195,1,31
315,196,2,10
316,197,2,10
317,198,1,28
318,199,2,15
319,199,2,9
320,200,2,10
321,201,2,10
322,202,2,10
323,203,2,13
324,204,2,10
325,205,2,10
326,206,2,15
327,206,2,9
328,207,3,37
329,208,2,8
330,209,1,31
331,210,1,31
332,211,5,40
333,211,5,41
334,212,5,40
335,212,5,41
336,213,5,40
337,213,5,41
338,214,5,40
339,214,5,41
340,215,5,40
341,215,5,41
342,216,3,37
343,217,6,42
344,218,3,37
345,219,3,37
346,220,2,8
347,221,3,37
348,222,2,13
349,223,2,13
350,224,1,26
351,225,1,26
352,226,1,26
353,227,1,26
354,228,1,33
355,228,1,27
356,229,5,40
357,229,5,41
358,230,5,40
359,230,5,41
360,231,5,40
361,231,5,41
362,232,1,31
363,232,8,44
364,233,1,28
365,234,2,13
366,235,2,13
367,236,2,13
368,237,1,31
369,238,2,13
370,239,1,22
371,239,1,23
372,239,1,24
373,240,2,13
374,241,2,13
375,242,1,29
376,243,1,19
377,244,1,29
378,245,6,42
379,246,6,42
380,247,2,13
381,248,2,13
382,249,2,13
383,250,1,31
384,251,2,13
385,252,1,31
386,253,1,28
387,254,1,28
388,255,2,15
389,255,2,9
390,256,2,10
391,257,2,11
392,258,2,10
393,259,2,10
394,260,2,11
395,261,2,11
396,262,2,13
397,262,8,44
398,263,2,11
399,264,2,11
400,265,2,11
401,266,2,11
402,267,2,13
403,267,8,44
404,268,2,13
405,268,8,44
406,269,2,13
407,269,8,44
408,270,2,11
409,271,2,10
410,272,1,26
411,273,2,15
412,273,2,9
413,274,3,37
414,275,2,1
415,276,6,42
416,277,2,13
417,277,8,44
418,278,1,26
419,279,2,13
420,279,8,44
421,280,2,13
422,280,8,44
423,281,2,13
424,281,8,44
425,282,6,42
426,283,6,42
427,284,5,40
428,284,5,41
429,285,6,42
430,286,5,40
431,286,5,41
432,287,5,40
433,287,5,41
434,288,1,26
435,289,5,40
436,289,5,41
437,290,1,26
438,291,1,26
439,292,1,26
440,293,1,26
441,294,1,26
442,295,1,28
443,296,1,26
444,297,5,40
445,297,5,41
446,298,2,15
447,298,2,9
448,299,2,15
449,299,2,9
450,300,6,42
451,301,1,33
452,301,1,27
453,302,2,15
454,302,2,9
455,303,2,11
456,304,2,10
457,305,6,42
458,306,2,11
459,307,2,11
460,308,2,11
461,309,2,11
462,310,2,11
463,311,2,11
464,312,2,11
465,313,2,11
466,314,2,8
467,315,2,8
468,316,2,8
469,317,2,10
470,318,2,8
471,319,2,10
472,320,2,8
473,321,2,15
474,321,2,9
475,322,1,33
476,322,1,27
477,323,2,8
478,324,2,15
479,324,2,9
480,325,2,8
481,326,2,8
482,327,1,33
483,327,1,27
484,328,1,26
485,329,1,33
486,329,1,27
487,330,2,8
488,331,2,8
489,332,1,26
490,333,2,8
491,334,2,10
492,335,2,8
493,336,2,10
494,337,1,28
495,338,1,28
496,339,1,28
497,340,2,13
498,340,8,44
499,341,1,28
500,342,1,19
501,343,1,28
502,344,2,10
503,345,1,28
504,346,2,10
505,347,2,13
506,347,8,44
507,348,2,10
508,349,2,10
509,350,2,8
510,351,6,42
511,352,2,10
512,353,2,10
513,354,2,8
514,355,2,10
515,356,2,10
516,357,2,15
517,357,2,9
518,358,2,10
519,359,2,10
520,360,6,42
521,361,2,10
522,362,2,10
523,363,2,10
524,364,1,29
525,365,2,10
526,366,2,10
527,367,3,37
528,368,2,10
529,369,2,10
530,370,2,10
531,371,2,10
532,372,1,29
533,373,2,13
534,374,1,22
535,374,1,23
536,374,1,24
537,375,5,40
538,375,5,41
539,376,3,37
540,377,2,13
541,377,8,44
542,378,2,15
543,378,2,9
544,379,3,37
545,380,6,42
546,381,6,42
547,382,1,33
548,382,1,27
549,383,6,42
550,384,2,4
551,384,2,5
552,384,2,6
553,385,1,29
554,386,1,26
555,387,2,8
556,388,1,26
557,389,2,8
558,390,2,4
559,390,2,5
560,390,2,6
561,391,5,40
562,391,5,41
563,392,6,42
564,393,6,42
565,394,5,40
566,394,5,41
567,395,6,42
568,396,1,19
569,397,6,42
570,398,1,29
571,399,2,1
572,400,2,1
573,401,2,1
574,402,2,4
575,402,2,5
576,402,2,6
577,403,5,40
578,403,5,41
579,404,3,37
580,405,3,37
581,406,1,26
582,407,1,26
583,408,1,26
584,409,2,10
585,410,6,42
586,411,2,4
587,411,2,5
588,411,2,6
589,412,1,31
590,412,8,44
591,413,1,31
592,413,8,44
593,414,1,31
594,414,8,44
595,415,1,31
596,415,8,44
597,416,2,4
598,416,2,5
599,416,2,6
600,417,1,31
601,417,8,44
602,418,1,31
603,418,8,44
604,419,1,31
605,419,8,44
606,420,1,31
607,420,8,44
608,421,1,31
609,421,8,44
610,422,1,31
611,422,8,44
612,423,2,13
613,424,2,13
614,425,2,13
615,426,2,8
616,427,2,15
617,427,2,9
618,428,1,19
619,429,1,19
620,430,2,4
621,430,2,5
622,430,2,6
623,431,2,13
624,431,8,44
625,432,2,4
626,432,2,5
627,432,2,6
628,433,1,28
629,434,3,37
630,435,3,37
631,436,3,37
632,437,2,13
633,437,8,44
634,438,2,4
635,438,2,5
636,438,2,6
637,439,2,4
638,439,2,5
639,439,2,6
640,440,6,42
641,441,1,22
642,441,1,23
643,441,1,24
644,442,1,22
645,442,1,23
646,442,1,24
647,443,1,22
648,443,1,23
649,443,1,24
650,444,2,4
651,444,2,5
652,444,2,6
653,445,1,22
654,445,1,23
655,445,1,24
656,446,2,4
657,446,2,5
658,446,2,6
659,447,5,40
660,447,5,41
661,448,2,4
662,448,2,5
663,448,2,6
664,449,1,22
665,449,1,23
666,449,1,24
667,450,2,13
668,450,8,44
669,451,2,13
670,451,8,44
671,452,2,13
672,452,8,44
673,453,2,13
674,453,8,44
675,454,6,42
676,455,1,31
677,456,6,42
678,457,2,4
679,457,2,5
680,457,2,6
681,458,2,8
682,459,6,42
683,460,1,31
684,461,2,11
685,462,2,11
686,463,2,11
687,464,2,13
688,464,8,44
689,465,2,11
690,466,2,4
691,466,2,5
692,466,2,6
693,467,2,4
694,467,2,5
695,467,2,6
696,468,2,4
697,468,2,5
698,468,2,6
699,469,2,4
700,469,2,5
701,469,2,6
702,470,2,4
703,470,2,5
704,470,2,6
705,471,2,4
706,471,2,5
707,471,2,6
708,472,2,15
709,472,2,9
710,473,2,11
711,474,2,4
712,474,2,5
713,474,2,6
714,475,2,4
715,475,2,5
716,475,2,6
717,476,2,4
718,476,2,5
719,476,2,6
720,477,2,13
721,478,2,8
722,479,1,28
723,480,1,26
724,481,2,1
725,482,2,8
726,483,2,8
727,484,2,8
728,485,1,26
729,486,2,8
730,487,2,8
731,488,2,10
732,489,2,11
733,490,2,8
734,491,2,8
735,492,2,11
736,493,1,22
737,493,1,23
738,493,1,24
739,494,2,8
740,495,3,37
741,496,2,8
742,497,2,8
743,498,2,10
744,499,2,10
745,500,2,10
746,501,1,22
747,501,1,23
748,501,1,24
749,502,2,10
750,503,2,10
751,504,1,22
752,504,1,23
753,504,1,24
754,505,1,22
755,505,1,23
756,505,1,24
757,506,3,37
758,507,3,37
759,508,3,37
760,509,6,42
761,510,2,10
762,511,2,4
763,511,2,5
764,511,2,6
765,512,2,15
766,512,2,9
767,513,2,15
768,513,2,9
769,514,2,15
770,514,2,9
771,515,2,15
772,515,2,9
773,516,6,42
774,517,6,42
775,518,2,15
776,518,2,9
777,519,2,15
778,519,2,9
779,520,2,15
780,520,2,9
781,521,2,15
782,521,2,9
783,522,1,33
784,522,1,27
785,523,2,8
786,524,1,33
787,524,1,27
788,525,1,22
789,525,1,23
790,525,1,24
791,526,2,8
792,527,6,42
793,528,1,26
794,529,1,26
795,530,1,26
796,531,5,40
797,531,5,41
798,532,1,26
799,533,1,26
800,534,1,26
801,535,1,26
802,536,1,26
803,537,3,37
804,538,3,37
805,539,1,31
806,539,8,44
807,540,3,37
808,541,3,37
809,542,3,37
810,543,2,15
811,543,2,9
812,544,2,15
813,544,2,9
814,545,1,33
815,545,1,27
816,546,2,8
817,547,3,37
818,548,3,37
819,549,3,37
820,550,3,37
821,551,3,37
822,552,3,37
823,553,3,37
824,554,3,37
825,555,1,33
826,555,1,27
827,556,3,37
828,557,1,28
829,558,3,37
830,559,2,10
831,560,1,28
832,561,2,10
833,562,1,28
834,563,2,10
835,564,1,28
836,565,2,10
837,566,1,26
838,567,2,10
839,568,1,28
840,569,1,28
841,570,1,28
842,571,1,28
843,572,1,28
844,573,1,28
845,574,2,10
846,575,1,28
847,576,1,31
848,576,8,44
849,577,3,37
850,578,3,37
851,579,3,37
852,580,3,37
853,581,3,37
854,582,3,37
855,583,2,15
856,583,2,9
857,584,2,8
858,585,2,8
859,586,2,8
860,587,2,8
861,588,3,37
862,589,1,26
863,590,1,33
864,590,1,27
865,591,1,26
866,592,1,31
867,592,8,44
868,593,6,42
869,594,2,8
870,595,2,15
871,595,2,9
872,596,1,33
873,596,1,27
874,597,2,15
875,597,2,9
876,598,2,15
877,598,2,9
878,599,2,15
879,599,2,9
880,600,2,1
881,601,2,15
882,601,2,9
883,602,2,15
884,602,2,9
885,603,1,33
886,603,1,27
887,604,2,15
888,604,2,9
889,605,2,15
890,605,2,9
891,606,1,22
892,606,1,23
893,606,1,24
894,607,1,22
895,607,1,23
896,607,1,24
897,608,1,28
898,609,1,22
899,609,1,23
900,609,1,24
901,610,1,22
902,610,1,23
903,610,1,24
904,611,1,33
905,611,1,27
906,612,2,8
907,613,2,8
908,614,1,33
909,614,1,27
910,615,2,10
911,616,2,8
912,617,2,8
913,618,2,8
914,619,2,8
915,620,2,8
916,621,2,8
917,622,2,8
918,623,2,8
919,624,2,8
920,625,2,8
921,626,2,15
922,626,2,9
923,627,2,8
924,628,2,8
925,629,2,8
926,630,2,13
927,630,8,44
928,631,1,31
929,631,8,44
930,632,1,31
931,632,8,44
932,633,1,31
933,633,8,44
934,634,1,31
935,634,8,44
936,635,1,31
937,635,8,44
938,636,1,31
939,637,1,31
940,638,6,42
941,639,1,31
942,640,1,31
943,641,6,42
944,642,2,15
945,642,2,9
946,643,2,8
947,644,2,8
948,645,2,8
949,646,1,26
950,647,2,8
951,648,1,26
952,649,2,8
953,650,1,26
954,651,1,26
955,652,1,22
956,652,1,23
957,652,1,24
958,653,1,26
959,654,1,26
960,655,1,26
961,656,1,26
962,657,2,8
963,658,2,8
964,659,2,8
965,660,6,42
966,661,1,22
967,661,1,23
968,661,1,24
969,662,5,40
970,662,5,41
971,663,5,40
972,663,5,41
973,664,5,40
974,664,5,41
975,665,2,8
976,666,2,8
977,667,1,26
978,668,2,8
979,669,2,8
980,670,2,8
981,671,2,8
982,672,1,31
983,673,5,40
984,673,5,41
985,674,2,8
986,675,2,8
987,676,2,8
988,677,1,26
989,678,2,8
990,679,6,42
991,680,6,42
992,681,2,8
993,682,2,8
994,683,1,26
995,684,1,22
996,684,1,23
997,684,1,24
998,685,2,8
999,686,1,22
1000,686,1,23
1001,686,1,24
1002,687,2,13
1003,687,8,44
1004,688,2,15
1005,688,2,9
1006,689,2,13
1007,689,8,44
1008,690,2,13
1009,690,8,44
1010,691,2,13
1011,691,8,44
1012,692,1,28
1013,693,1,33
1014,693,1,27
1015,694,1,28
1016,695,1,31
1017,695,8,44
1018,696,1,28
1019,697,1,31
1020,698,1,31
1021,699,1,31
1022,700,1,31
1023,701,3,37
1024,702,5,40
1025,702,5,41
1026,703,3,37
1027,704,3,37
1028,705,3,37
1029,706,2,15
1030,706,2,9
1031,707,1,33
1032,707,1,27
1033,708,2,15
1034,708,2,9
1035,709,2,15
1036,709,2,9
1037,710,2,15
1038,710,2,9
1039,711,3,37
1040,712,2,15
1041,712,2,9
1042,713,2,15
1043,713,2,9
1044,714,1,26
1045,715,6,42
1046,716,2,15
1047,716,2,9
1048,717,6,42
1049,718,1,33
1050,718,1,27
1051,719,1,33
1052,719,1,27
1053,720,2,15
1054,720,2,9
1055,721,2,15
1056,721,2,9
1057,722,2,15
1058,722,2,9
1059,723,2,15
1060,723,2,9
1061,724,1,19
1062,725,1,26
1063,726,1,29
1064,727,1,26
1065,728,1,28
1066,729,1,19
1067,730,1,31
1068,731,1,28
1069,732,5,40
1070,732,5,41
1071,733,1,31
1072,733,8,44
1073,734,5,40
1074,734,5,41
1075,735,2,11
1076,736,2,11
1077,737,2,11
1078,738,1,31
1079,738,8,44
1080,739,3,37
1081,740,3,37
1082,741,1,22
1083,741,1,23
1084,741,1,24
1085,742,1,19
1086,743,1,19
1087,744,1,31
1088,744,8,44
1089,745,1,22
1090,745,1,23
1091,745,1,24
1092,746,1,22
1093,746,1,23
1094,746,1,24
1095,747,1,22
1096,747,1,23
1097,747,1,24
1098,748,1,26
1099,749,1,22
1100,749,1,23
1101,749,1,24
1102,750,1,22
1103,750,1,23
1104,750,1,24
1105,751,1,31
1106,751,8,44
1107,752,6,42
1108,753,2,15
1109,753,2,9
1110,754,6,42
1111,755,6,42
1112,756,2,15
1113,756,2,9
1114,757,6,42
1115,758,1,31
1116,758,8,44
1117,759,5,40
1118,759,5,41
1119,760,1,26
1120,761,5,40
1121,761,5,41
1122,762,1,33
1123,762,1,27
1124,763,5,40
1125,763,5,41
1126,764,2,10
1127,765,5,40
1128,765,5,41
1129,766,1,19
1130,767,1,19
1131,768,6,42
1132,769,1,22
1133,769,1,23
1134,769,1,24
1135,770,1,22
1136,770,1,23
1137,770,1,24
1138,771,1,22
1139,771,1,23
1140,771,1,24
1141,772,2,10
1142,773,1,22
1143,773,1,23
1144,773,1,24
1145,774,1,22
1146,774,1,23
1147,774,1,24
1148,775,1,19
1149,776,1,28
1150,777,1,28
1151,778,1,28
1152,779,1,28
1153,780,2,13
1154,781,3,37
1155,782,2,10
1156,783,2,10
1157,784,1,26
1158,785,6,42
1159,786,3,37
1160,787,5,40
1161,787,5,41
1162,788,5,40
1163,788,5,41
1164,789,2,8
1165,790,5,40
1166,790,5,41
1167,791,5,40
1168,791,5,41
1169,792,5,40
1170,792,5,41
1171,793,1,28
1172,794,1,31
1173,795,1,31
1174,796,1,31
1175,797,2,13
1176,798,2,13
1177,799,2,13
1178,800,1,31
1179,801,2,4
1180,801,2,5
1181,801,2,6
1182,802,2,13
1183,803,2,13
1184,804,2,13
1185,805,2,13
1186,806,6,42
1187,807,2,8
1188,808,2,13
1189,809,1,31
1190,810,2,11
1191,811,1,33
1192,811,1,27
1193,812,1,33
1194,812,1,27
1195,813,1,33
1196,813,1,27
1197,814,1,33
1198,814,1,27
1199,815,1,22
1200,815,1,23
1201,815,1,24
1202,816,6,42
1203,817,1,29
1204,818,2,11
1205,819,2,11
1206,820,2,11
1207,821,5,40
1208,821,5,41
1209,822,2,11
1210,823,1,29
1211,824,5,40
1212,824,5,41
1213,825,2,11
1214,826,2,11
1215,827,2,15
1216,827,2,9
1217,828,2,8
1218,829,1,28
1219,830,2,13
1220,831,2,13
1221,832,2,13
1222,833,2,13
1223,834,2,13
1224,835,2,13
1225,836,2,13
1226,837,2,10
1227,838,2,10
1228,839,2,10
1229,840,2,13
1230,840,8,44
1231,841,2,4
1232,841,2,5
1233,841,2,6
1234,842,2,15
1235,842,2,9
1236,843,1,28
1237,844,2,15
1238,844,2,9
1239,845,6,42
1240,846,2,15
1241,846,2,9
1242,847,2,4
1243,847,2,5
1244,847,2,6
1245,848,2,11
1246,849,1,22
1247,849,1,23
1248,849,1,24
1249,850,1,22
1250,850,1,23
1251,850,1,24
1252,851,6,42
1253,852,1,31
1254,853,1,31
1255,854,1,31
1256,855,1,31
1257,856,1,22
1258,856,1,23
1259,856,1,24
1260,857,1,22
1261,857,1,23
1262,857,1,24
1263,858,1,22
1264,858,1,23
1265,858,1,24
1266,859,1,22
1267,859,1,23
1268,859,1,24
1269,860,1,22
1270,860,1,23
1271,860,1,24
1272,861,1,22
1273,861,1,23
1274,861,1,24
1275,862,6,42
1276,863,6,42
1277,864,1,22
1278,864,1,23
1279,864,1,24
1280,865,1,28
1281,866,1,31
1282,867,5,40
1283,867,5,41
1284,868,1,19
1285,869,5,40
1286,869,5,41
1287,870,5,40
1288,870,5,41
1289,871,6,42
1290,872,6,42
1291,873,6,42
1292,874,6,42
1293,875,2,4
1294,875,2,5
1295,875,2,6
1296,876,2,15
1297,876,2,9
1298,877,1,31
1299,878,1,31
1300,879,1,31
1301,880,1,31
1302,881,2,13
1303,882,1,29
1304,883,2,11
1305,884,1,31
1306,885,2,13
1307,886,1,28
1308,887,1,31
1309,888,1,31
1310,889,1,31
1311,890,1,31
1312,891,2,1
1313,892,2,13
1314,892,8,44
1315,893,2,13
1316,894,1,28
1317,895,2,13
1318,895,8,44
1319,896,2,8
1320,897,2,8
1321,898,2,8
1322,899,2,10
1323,900,2,10
1324,901,2,10
1325,902,6,42
1326,903,2,13
1327,903,8,44
1328,904,2,10
1329,905,2,13
1330,905,8,44
1331,906,2,13
1332,906,8,44
1333,907,2,13
1334,907,8,44
1335,908,2,4
1336,908,2,5
1337,908,2,6
1338,909,2,4
1339,909,2,5
1340,909,2,6
1341,910,5,40
1342,910,5,41
1343,911,2,8
1344,912,2,10
1345,913,2,4
1346,913,2,5
1347,913,2,6
1348,914,2,1
1349,915,2,4
1350,915,2,5
1351,915,2,6
1352,916,2,4
1353,916,2,5
1354,916,2,6
1355,917,2,4
1356,917,2,5
1357,917,2,6
1358,918,5,40
1359,918,5,41
1360,919,5,40
1361,919,5,41
1362,920,1,22
1363,920,1,23
1364,920,1,24
1365,921,5,40
1366,921,5,41
1367,922,5,40
1368,922,5,41
1369,923,5,40
1370,923,5,41
1371,924,1,22
1372,924,1,23
1373,924,1,24
1374,925,5,40
1375,925,5,41
1376,926,5,40
1377,926,5,41
1378,927,5,40
1379,927,5,41
1380,928,1,31
1381,929,5,40
1382,929,5,41
1383,930,5,40
1384,930,5,41
1385,931,1,31
1386,932,1,26
1387,933,1,22
1388,933,1,23
1389,933,1,24
1390,934,5,40
1391,934,5,41
1392,935,1,19
1393,936,1,19
1394,937,5,40
1395,937,5,41
1396,938,5,40
1397,938,5,41
1398,939,5,40
1399,939,5,41
1400,940,5,40
1401,940,5,41
1402,941,5,40
1403,941,5,41
1404,942,5,40
1405,942,5,41
1406,943,5,40
1407,943,5,41
1408,944,5,40
1409,944,5,41
1410,945,5,40
1411,945,5,41
1412,946,5,40
1413,946,5,41
1414,947,5,40
1415,947,5,41
1416,948,5,40
1417,948,5,41
1418,949,1,29
1419,950,2,11
1420,951,2,11
1421,952,3,37
1422,953,1,28
1423,954,2,4
1424,954,2,5
1425,954,2,6
1426,955,2,13
1427,955,8,44
1428,956,1,31
1429,956,8,44
1430,957,1,28
1431,958,1,28
1432,959,1,31
1433,959,8,44
1434,960,1,28
1435,961,1,28
1436,962,2,15
1437,962,2,9
1438,963,2,15
1439,963,2,9
1440,964,2,10
1441,965,2,8
1442,966,5,40
1443,966,5,41
1444,967,2,13
1445,967,8,44
1446,968,5,40
1447,968,5,41
1448,969,1,33
1449,969,1,27
1450,970,1,33
1451,970,1,27
1452,971,2,15
1453,971,2,9
1454,972,1,33
1455,972,1,27
1456,973,2,13
1457,974,2,1
1458,975,2,1
1459,976,1,31
1460,977,2,13
1461,978,1,28
1462,979,1,31
1463,980,1,33
1464,980,1,27
1465,981,1,28
1466,982,1,28
1467,983,2,15
1468,983,2,9
1469,984,1,31
1470,985,3,37
1471,986,3,37
1472,987,3,37
1473,988,1,33
1474,988,1,27
1475,989,1,33
1476,989,1,27
1477,990,1,33
1478,990,1,27
1479,991,1,26
1480,992,1,33
1481,992,1,27
1482,993,1,31
1483,994,2,8
1484,995,2,8
1485,996,2,8
1486,997,2,10
1487,998,2,11
1488,999,2,8
1489,1000,2,13
1490,1000,8,44
1491,1001,2,13
1492,1001,8,44
1493,1002,2,11
1494,1003,2,13
1495,1004,2,13
1496,1004,8,44
1497,1005,2,13
1498,1005,8,44
1499,1006,5,40
1500,1006,5,41
1501,1007,1,26
1502,1008,5,40
1503,1008,5,41
1504,1009,5,40
1505,1009,5,41
1506,1010,1,26
1507,1011,6,42
1508,1012,6,42
1509,1013,6,42
1510,1014,2,13
1511,1015,2,13
1512,1016,1,26
1513,1017,6,42
1514,1018,1,19
1515,1019,2,1
1516,1020,1,19
1517,1021,2,8
1518,1022,2,10
1519,1023,2,10
1520,1024,1,33
1521,1024,1,27
1522,1025,2,10
1523,1026,2,10
1524,1027,1,33
1525,1027,1,27
1526,1028,2,13
1527,1029,2,13
1528,1030,1,31
1529,1031,1,29
1530,1032,2,13
1531,1033,2,13
1532,1034,1,22
1533,1034,1,23
1534,1034,1,24
1535,1035,1,29
1536,1036,1,22
1537,1036,1,23
1538,1036,1,24
1539,1037,1,26
1540,1038,1,29
1541,1039,1,22
1542,1039,1,23
1543,1039,1,24
1544,1040,1,28
1545,1041,1,26
1546,1042,1,29
1547,1043,3,37
1548,1044,1,26
1549,1045,1,26
1550,1046,2,4
1551,1046,2,5
1552,1046,2,6
1553,1047,1,26
1554,1048,1,26
1555,1049,1,26
1556,1050,6,42
1557,1051,2,4
1558,1051,2,5
1559,1051,2,6
1560,1052,2,10
1561,1053,2,10
1562,1054,2,10
1563,1055,2,4
1564,1055,2,5
1565,1055,2,6
1566,1056,2,10
1567,1057,1,26
1568,1058,2,10
1569,1059,1,19
1570,1060,1,26
1571,1061,1,33
1572,1061,1,27
1573,1062,1,33
1574,1062,1,27
1575,1063,2,15
1576,1063,2,9
1577,1064,1,33
1578,1064,1,27
1579,1065,2,15
1580,1065,2,9
1581,1066,2,15
1582,1066,2,9
1583,1067,1,28
1584,1068,2,15
1585,1068,2,9
1586,1069,2,8
1587,1070,2,15
1588,1070,2,9
1589,1071,1,28
1590,1072,1,33
1591,1072,1,27
1592,1073,1,33
1593,1073,1,27
1594,1074,5,40
1595,1074,5,41
1596,1075,2,8
1597,1076,2,15
1598,1076,2,9
1599,1077,2,10
1600,1078,2,10
1601,1079,2,8
1602,1080,3,37
1603,1081,2,15
1604,1081,2,9
1605,1082,3,37
1606,1083,5,40
1607,1083,5,41
1608,1084,2,11
1609,1085,1,19
1610,1086,1,28
1611,1087,2,15
1612,1087,2,9
1613,1088,1,33
1614,1088,1,27
1615,1089,1,22
1616,1089,1,23
1617,1089,1,24
1618,1090,1,33
1619,1090,1,27
1620,1091,2,8
1621,1092,1,31
1622,1092,8,44
1623,1093,1,29
1624,1094,1,29
1625,1095,3,37
1626,1096,1,29
1627,1097,1,29
1628,1098,1,29
1629,1099,1,29
1630,1100,1,29
1631,1101,2,11
1632,1102,1,29
1633,1103,1,28
1634,1104,1,19
1635,1105,3,37
1636,1106,3,37
1637,1107,3,37
1638,1108,2,8
1639,1109,2,1
1640,1110,2,8
1641,1111,1,33
1642,1111,1,27
1643,1112,1,33
